[Error] Viewport argument key "target-densitydpi" not recognized and ignored. (try.html, line 5)
[Log]  Latitude:45.356818079059344 (try.html, line 34)
[Log] Longitude: -75.79982372007872 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 326 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:41:54 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356818079059344 (try.html, line 34)
[Log] Longitude: -75.79982372007872 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 327 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:41:55 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356818079059344 (try.html, line 34)
[Log] Longitude: -75.79982372007872 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 328 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:41:56 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356818079059344 (try.html, line 34)
[Log] Longitude: -75.79982372007872 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 329 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:41:57 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356818079059344 (try.html, line 34)
[Log] Longitude: -75.79982372007872 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 330 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:41:58 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356818079059344 (try.html, line 34)
[Log] Longitude: -75.79982372007872 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 331 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:41:59 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356818079059344 (try.html, line 34)
[Log] Longitude: -75.79982372007872 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 332 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:00 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356818079059344 (try.html, line 34)
[Log] Longitude: -75.79982372007872 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 333 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:01 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356818079059344 (try.html, line 34)
[Log] Longitude: -75.79982372007872 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 334 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:02 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356818079059344 (try.html, line 34)
[Log] Longitude: -75.79982372007872 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 335 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:03 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356818079059344 (try.html, line 34)
[Log] Longitude: -75.79982372007872 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 336 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:04 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.35681418147437 (try.html, line 34)
[Log] Longitude: -75.79986169010009 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 337 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:05 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.35681485202662 (try.html, line 34)
[Log] Longitude: -75.79987736425902 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 338 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:06 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356812505093735 (try.html, line 34)
[Log] Longitude: -75.79989496625568 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 339 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:07 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356807853137475 (try.html, line 34)
[Log] Longitude: -75.79991064041461 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 340 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:08 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.35680529665701 (try.html, line 34)
[Log] Longitude: -75.79991977668907 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 341 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:09 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.35680357836686 (try.html, line 34)
[Log] Longitude: -75.79992505728806 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 342 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:10 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.35680450037621 (try.html, line 34)
[Log] Longitude: -75.7999283262303 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 343 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:11 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.35680458419524 (try.html, line 34)
[Log] Longitude: -75.79993645667638 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 344 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:12 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356800979976875 (try.html, line 34)
[Log] Longitude: -75.7999436651131 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 345 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:13 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.35679008350275 (try.html, line 34)
[Log] Longitude: -75.79995003535952 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 346 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:14 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356757477899414 (try.html, line 34)
[Log] Longitude: -75.79995615414883 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 347 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:15 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.35671540074549 (try.html, line 34)
[Log] Longitude: -75.79996302730943 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 348 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:16 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.35666858781628 (try.html, line 34)
[Log] Longitude: -75.7999719121268 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 349 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:17 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.35662273880593 (try.html, line 34)
[Log] Longitude: -75.79998834065701 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 350 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:18 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.35658472687505 (try.html, line 34)
[Log] Longitude: -75.8000131510904 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 351 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:19 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.35655459393315 (try.html, line 34)
[Log] Longitude: -75.80004894181694 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 352 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:20 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.35653007686637 (try.html, line 34)
[Log] Longitude: -75.8000908513328 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 353 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:21 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356508367737156 (try.html, line 34)
[Log] Longitude: -75.8001304977348 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 354 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:22 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.356491478202265 (try.html, line 34)
[Log] Longitude: -75.8001616784146 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 355 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:42:23 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.35647668414317 (try.html, line 34)
[Log] Longitude: -75.80018674030508 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Error] Failed to load resource: the server responded with a status of 404 (Not Found) (index.js, line 0)
[Log] 1 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:44:45 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.361166222641494 (try.html, line 34)
[Log] Longitude: -75.7909908095462 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 2 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:44:46 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.361272473861796 (try.html, line 34)
[Log] Longitude: -75.79088240868951 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 3 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:44:47 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.361345019233745 (try.html, line 34)
[Log] Longitude: -75.79073086388017 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 4 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:44:48 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36141232591621 (try.html, line 34)
[Log] Longitude: -75.79058527022208 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 5 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:44:49 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36142356865938 (try.html, line 34)
[Log] Longitude: -75.79039710723009 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 6 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:44:50 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36148778891857 (try.html, line 34)
[Log] Longitude: -75.7902477692187 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 7 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:44:51 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36155275447984 (try.html, line 34)
[Log] Longitude: -75.79009669720108 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 8 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:44:52 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.361623431280236 (try.html, line 34)
[Log] Longitude: -75.78993234445079 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 9 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:44:53 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36168965611334 (try.html, line 34)
[Log] Longitude: -75.78977822973684 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 10 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:44:54 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36175756876902 (try.html, line 34)
[Log] Longitude: -75.78962006682559 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 11 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:44:55 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36182896411378 (try.html, line 34)
[Log] Longitude: -75.78945379311335 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 12 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:44:56 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36190100351569 (try.html, line 34)
[Log] Longitude: -75.789286018844 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 13 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:44:57 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36196847306699 (try.html, line 34)
[Log] Longitude: -75.78912888697232 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 14 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:44:58 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.362029661656834 (try.html, line 34)
[Log] Longitude: -75.78898638348619 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 15 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:44:59 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36212524360597 (try.html, line 34)
[Log] Longitude: -75.78876979969209 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 16 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:00 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36219944488348 (try.html, line 34)
[Log] Longitude: -75.78860168425308 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 17 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:01 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36227361684719 (try.html, line 34)
[Log] Longitude: -75.78843363429769 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 18 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:02 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36234963487102 (try.html, line 34)
[Log] Longitude: -75.78825934178894 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 19 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:03 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36241261514208 (try.html, line 34)
[Log] Longitude: -75.78811459548888 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 20 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:04 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36250076053391 (try.html, line 34)
[Log] Longitude: -75.78791128456942 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 21 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:05 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36257241328681 (try.html, line 34)
[Log] Longitude: -75.78774600719044 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 22 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:06 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.362645928890274 (try.html, line 34)
[Log] Longitude: -75.7875764327764 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 23 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:07 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.362718669822364 (try.html, line 34)
[Log] Longitude: -75.78740864475549 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 24 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:08 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.362788968000984 (try.html, line 34)
[Log] Longitude: -75.78724649225478 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 25 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:09 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36285694444087 (try.html, line 34)
[Log] Longitude: -75.78709000015806 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 26 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:10 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36292821164162 (try.html, line 34)
[Log] Longitude: -75.78692597089685 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 27 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:11 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.362999826815404 (try.html, line 34)
[Log] Longitude: -75.78676162207557 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 28 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:12 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36307153782846 (try.html, line 34)
[Log] Longitude: -75.78659746381163 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 29 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:13 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.363140830260875 (try.html, line 34)
[Log] Longitude: -75.7864417280507 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 30 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:14 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36321013342064 (try.html, line 34)
[Log] Longitude: -75.78628712581121 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Error] Viewport argument key "target-densitydpi" not recognized and ignored. (try.html, line 5)
[Error] Failed to load resource: the server responded with a status of 404 (Not Found) (index.css, line 0)
[Error] Failed to load resource: the server responded with a status of 404 (Not Found) (index.js, line 0)
[Log] 1 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:15 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36332947671913 (try.html, line 34)
[Log] Longitude: -75.7861685939839 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 2 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:16 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.363392760088075 (try.html, line 34)
[Log] Longitude: -75.78600866727139 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 3 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:17 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36345667209976 (try.html, line 34)
[Log] Longitude: -75.78585192568207 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 4 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:18 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.363498494625496 (try.html, line 34)
[Log] Longitude: -75.78565603333118 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 5 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:19 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36357951771961 (try.html, line 34)
[Log] Longitude: -75.78548871024395 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 6 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:20 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36364958708355 (try.html, line 34)
[Log] Longitude: -75.78532940300647 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 7 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:21 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36371853074958 (try.html, line 34)
[Log] Longitude: -75.78516677443986 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 8 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:22 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.363793795045254 (try.html, line 34)
[Log] Longitude: -75.78499965762603 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 9 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:23 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.363868099954885 (try.html, line 34)
[Log] Longitude: -75.7848403313983 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 10 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:24 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.363941814013195 (try.html, line 34)
[Log] Longitude: -75.78468227227859 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 11 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:25 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36401027377061 (try.html, line 34)
[Log] Longitude: -75.7845354789606 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 12 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:26 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.364082093003674 (try.html, line 34)
[Log] Longitude: -75.78438014461426 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 13 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:27 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36415960019893 (try.html, line 34)
[Log] Longitude: -75.78421181176964 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 14 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:28 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.364230810548364 (try.html, line 34)
[Log] Longitude: -75.7840476011188 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 15 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:29 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36429939371909 (try.html, line 34)
[Log] Longitude: -75.78388928595814 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 16 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:30 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.364373282047744 (try.html, line 34)
[Log] Longitude: -75.78371872470598 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 17 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:45:31 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.36444892274159 (try.html, line 34)
[Log] Longitude: -75.78353982526096 (try.html, line 35)
